tipo_servico,canal_atendimento,faixa_etaria,tempo_espera,qualidade_percebida,preco_pago,atendimento_resolutivo,nps,tempo_resposta,isc
Básico,Chat,36-50,"6,986455882","7,190534842","61,10044311",Sim,"7,995779984","3,880519347","55,06272177"
Intermediário,E-mail,26-35,"13,73631724","6,835487587","58,06845254",Não,"7,601321379","3,779270603","39,77144832"
Intermediário,Chat,26-35,"7,619397151","6,924889658","59,1781891",Sim,"4,005533984","1,617134269","51,26192618"
Básico,Telefone,51+,"10,97453722",10,"73,79773666",Sim,"5,656040444","3,356057953","43,6217016"
Básico,Telefone,26-35,"14,06714609","7,470207073","70,64551058",Sim,"3,901006737","1,793039739","48,02227063"
Intermediário,Telefone,18-25,"8,386679054","8,544216326","66,80437005",Sim,"4,560386274","2,999070078","55,16271165"
Intermediário,Presencial,36-50,"2,86209708","5,690351703","45,86590182",Não,"4,416987289","3,017126927","46,00785402"
Básico,Chat,26-35,"10,16626063","5,583137149","46,90134751",Sim,"8,292579792","2,989896999","43,1118541"
Intermediário,E-mail,18-25,"4,931853724","6,356069674","49,96444101",Sim,"3,343370669","2,253700223","50,73604103"
Básico,E-mail,51+,"16,54063573","9,693342806","81,08174495",Sim,"7,035580874","2,322212938","52,30006943"
Básico,E-mail,36-50,"12,80723012","7,684517916","61,17584727",Sim,"5,701278236","2,269729017","43,83098163"
Básico,Presencial,26-35,"9,259648139","7,829406647","64,50560101",Sim,"7,053767649","4,201040581","53,92930268"
Básico,Presencial,26-35,"9,301128597","6,34660094","53,50116983",Sim,"4,032653186","1,58993006","46,71544829"
Intermediário,Chat,51+,"12,58535534","6,808424675","58,29985748",Sim,"8,007149837","1,27873503","55,57811121"
Básico,Chat,18-25,"15,42679683","7,282996832","50,34580414",Sim,"7,078522041","3,665444917","33,74110348"
Básico,Telefone,51+,"10,56062703","4,672845399","23,53421827",Sim,"7,850272154","2,569193282","33,8685101"
Básico,Presencial,36-50,"13,04042577","8,363847432","77,75393759",Sim,"4,949729793","2,670961281","49,03369215"
Intermediário,Chat,26-35,"10,4343672","4,960211986","31,52445307",Não,"4,480201531","4,563309466","32,00283648"
Premium,E-mail,36-50,"15,27124564","8,472251017","58,67041317",Sim,"3,226882474","0,5","51,79251052"
Intermediário,Telefone,18-25,"19,23977859","7,280325928","64,49660131",Sim,"5,305358451","2,057530315","47,45886571"
Básico,Chat,51+,"5,794718729","3,849068781","30,25219224",Sim,"4,849384711","2,948378484","50,82022405"
Básico,E-mail,26-35,"5,10404472","8,9793447","77,48268008",Sim,"6,712949031","3,638954546","51,50625267"
Intermediário,Telefone,26-35,"1,233863676","6,82638949","54,08246759",Sim,"6,065171249","4,029142339","58,54674237"
Básico,E-mail,51+,"11,16484047","8,04576857","60,50637984",Sim,"7,484925535","4,380982379","47,75635685"
Intermediário,E-mail,18-25,"7,12584585","8,338312301","68,18032651",Não,"7,711438118","3,253639999","52,88001123"
Básico,E-mail,26-35,"14,4276184","9,282058008","73,02266322",Sim,"6,514905568","3,564873925","49,31578814"
Básico,Telefone,36-50,"2,045765265","8,136158304","61,24757105",Sim,"7,962866041","3,56784119","49,764271"
Intermediário,Telefone,18-25,"10,79468172","7,205941198","52,7340224",Sim,"9,134041882","4,283028242","50,13222892"
Básico,E-mail,36-50,"11,63473739","5,249640611","41,88433246",Sim,"7,733252794","3,147752799","43,33552007"
Básico,Chat,26-35,"4,198235305","8,316854284","62,24608568",Sim,"8,488886079","3,524539167","55,00241365"
Intermediário,Presencial,36-50,"1,338114044","7,329438291","62,43251238",Sim,"9,450597875","3,01961345","60,11883172"
Básico,E-mail,26-35,"11,09258922","8,625172077","68,48121928",Não,"7,178987779","3,585404405","47,72881603"
Básico,Telefone,51+,"3,927730352","6,524584268","47,5113175",Sim,"6,41158402","3,985036967","53,48771916"
Básico,Telefone,51+,"5,572502934","6,776126313","50,7850601",Sim,"7,555235108","2,996307663","50,04879514"
Premium,Presencial,18-25,"7,837877112","6,379653448","44,72532474",Sim,"7,439920795","2,418622623","53,59467292"
Básico,Presencial,18-25,"12,41226769","6,469995093","54,67978094",Sim,"6,754019192","1,916857704","53,99403129"
Básico,Presencial,36-50,"4,391854302","5,387744175","37,62283008",Não,"5,291130783","1,741547339","35,77903404"
Básico,Telefone,26-35,"6,265935787","6,668151052","56,23974719",Sim,"7,693637172","1,875772935","54,25830072"
Intermediário,Telefone,26-35,"3,971851056","6,233894197","56,53249406",Sim,"4,842044527","2,974750576","62,90286336"
Intermediário,Telefone,18-25,"8,676805281","9,35810189","78,77771676",Não,"5,309683042","1,737495093","51,34260141"
Intermediário,Presencial,51+,"6,621332594","5,125814242","43,67494639",Sim,"5,961534491","0,5","50,08463255"
Intermediário,E-mail,51+,"15,96307012","6,777962417","50,39017881",Sim,"5,041941072","4,643598947","40,8727782"
Premium,E-mail,18-25,"10,59338226","7,002968401","54,42335364",Sim,"5,991869196","4,082627436","46,96058505"
Premium,Presencial,26-35,"17,63936835","6,544389537","60,30312415",Sim,10,"3,007252848","44,04247981"
Básico,Presencial,26-35,"8,563196509","5,695152016","49,77559059",Sim,"8,405056841","3,325580279","47,54340488"
Premium,E-mail,51+,"13,0025911","7,162579537","58,08222823",Sim,"4,975713598","3,082009571","40,60457483"
Premium,Presencial,26-35,"9,454997827","6,862218378","57,45095201",Sim,10,"3,300555921","52,34862912"
Básico,E-mail,18-25,"7,790388397","7,190753533","53,32090099",Não,"5,276697313","2,795950449","45,10296445"
Básico,Chat,26-35,"15,97094845","8,377861777","65,50806418",Não,"6,940974789","3,701710574","42,32551839"
Intermediário,E-mail,18-25,"15,38548935","8,737998519","67,79862716",Sim,"9,017775339","3,669385076","48,02781838"
Básico,E-mail,51+,"7,872616188","7,951769569","68,31222811",Sim,"8,829129882","5,017409487","52,24363686"
Intermediário,Telefone,36-50,"4,758971294","7,776498565","58,10808184",Não,"8,584394371","3,736558777","49,97183101"
Intermediário,Telefone,36-50,"10,74523825","6,840623594","48,76596984",Não,"4,799706336","5,346958025","40,70697538"
Básico,Presencial,36-50,"17,03527778","6,059426509","45,59630705",Não,"3,806467771","3,843500091","25,73422403"
Básico,Chat,36-50,"14,39692831","7,485244467","60,27137852",Sim,"9,322015076","4,717708395","43,50339543"
Intermediário,Telefone,18-25,"1,571382628","5,681266265","44,9747371",Sim,"6,388170862","3,470769583","57,97122749"
Intermediário,E-mail,18-25,"1,509262771","6,563757294","49,64511726",Sim,"7,009340091","3,104437506","53,70783579"
Intermediário,Chat,36-50,"10,7072614","8,718325462","67,12052071",Sim,"7,415149699","3,403619743","46,92581624"
Intermediário,Telefone,36-50,"14,21307942","6,932022274","51,74084429",Sim,"3,001024766","4,495243862","41,52682114"
Básico,E-mail,36-50,"9,365948718","6,158130525","53,03093815",Não,"6,253633353","3,551290366","45,17958826"
Básico,Telefone,36-50,"7,651618004","6,096418933","48,31007997",Sim,"8,288540532","3,835632439","49,7142359"
Intermediário,Telefone,36-50,"16,4070294","7,86461349","66,73720196",Não,"7,570122504","0,9272993504","48,14669152"
Premium,E-mail,26-35,"17,67998817","8,56534766","64,36831327",Sim,"9,005890635","2,707271732","44,77361967"
Básico,Presencial,36-50,"10,528901","7,717253991","67,83821534",Não,"5,622235664","3,376835556","49,22656362"
Básico,Presencial,26-35,"9,223678787","8,502857932","66,54248395",Sim,"6,347808185","2,695339064","53,66225933"
Premium,E-mail,51+,"11,16332357","7,950513997","64,56635821",Sim,"6,577700722","3,301981691","54,77918074"
Premium,Chat,26-35,"8,66967654","6,823609661","55,15857528",Sim,"5,984608795","4,037837405","54,68321954"
Premium,Presencial,36-50,"6,494722661","6,865120713","55,79323181",Sim,"5,570960224","3,769629971","48,99369976"
Básico,Telefone,26-35,"3,688615238","6,318312277","44,20282934",Sim,"4,579770133","3,044934095","56,62610724"
Básico,Presencial,51+,"8,216433244","9,27023857","70,16638402",Não,"5,995640376","3,788201533","43,67242362"
Intermediário,E-mail,18-25,"12,66166547","5,357611853","41,72861445",Sim,"3,848624386","3,065899677","47,34683657"
Intermediário,E-mail,18-25,"17,60421472","7,849366348","57,24591253",Sim,"3,551940272","4,427413928","43,93672056"
Básico,Chat,51+,"9,709226676","7,549964735","63,88496976",Sim,"5,423571374","1,888255782","45,68321802"
Intermediário,Presencial,51+,"12,86669044","6,470572239","46,76643174",Sim,"3,866864082","5,13902318","38,72940278"
Intermediário,E-mail,18-25,"12,8155487","8,048429837","62,01947351",Não,10,"1,451755577","47,48572773"
Intermediário,Presencial,51+,"11,91296705","6,628484164","57,54397353",Não,"7,194261662","2,354689361","42,44079828"
Intermediário,Presencial,18-25,"10,0040329","7,924172427","65,06324849",Não,"8,307563308","3,460041674","49,73675651"
Básico,E-mail,18-25,"10,17667846","7,193794058","56,45107643",Sim,"5,469553854","5,025432154","44,37495549"
Básico,E-mail,18-25,"11,63257211","6,986053899","60,51882217",Sim,"3,496118512","2,731453749","44,63581618"
Intermediário,Telefone,36-50,"9,159245684","7,526675598","62,27791916",Sim,"5,543921791","3,554412753","48,2374701"
Intermediário,Chat,26-35,"5,796737604","8,295765419","69,29489419",Sim,"8,859172326","2,400850066","62,76565907"
Intermediário,E-mail,18-25,"7,196376538","7,134667903","61,35058415",Sim,"8,65254372","4,201642125","55,79136892"
Premium,Presencial,51+,"14,41583914","5,750666212","43,03190862",Sim,"4,838668156","1,58965635","41,2917294"
Básico,E-mail,18-25,"8,201087547","5,45267832","39,2850486",Sim,"2,571350404","3,547697463","48,94828355"
Premium,Chat,36-50,"9,042201194","5,775903224","55,10380071",Sim,"5,792453399","4,432910207","57,84958445"
Intermediário,E-mail,18-25,"16,35243224","8,037863107","74,32843039",Sim,"5,907823687","4,01937489","48,5325425"
Intermediário,Telefone,36-50,"12,13639343","7,592162746","55,97588978",Sim,"8,16542842","3,957926211","54,99625758"
Intermediário,Telefone,26-35,"7,382145001","5,51956238","45,68710684",Sim,"5,254102663","3,229928325","44,87534741"
Básico,Presencial,18-25,"15,41969368","6,336800805","56,27048916",Sim,"3,370104836","2,055957379","36,82886532"
Básico,E-mail,26-35,"10,99017111","6,853493352","55,26310523",Não,"7,858718314","4,371204093","31,81179426"
Premium,Chat,26-35,"11,18217744","8,939507294","75,765708",Sim,"5,001067818","2,224670816","54,30274166"
Básico,Chat,18-25,"13,2534033","9,812793314","69,1479905",Não,"7,133855933","3,868837987","38,73067456"
Intermediário,Telefone,51+,"9,971421978","9,320134357","71,54128883",Sim,"6,125711759","2,259751979","56,97781973"
Intermediário,Telefone,26-35,"9,80782725","7,580076093","62,51934473",Sim,"5,610972922","2,881115269","56,55338671"
Premium,Telefone,26-35,"11,23535055","9,114926622","72,694556",Sim,"7,115066327","2,313240472","57,15631012"
Básico,Presencial,51+,"8,62905812","5,872714942","42,64350888",Sim,"7,497653817","1,273501499","47,10105585"
Intermediário,Presencial,36-50,"8,369997502","9,42832618","76,44495535",Sim,"4,633382549","3,264165383","52,51077676"
Básico,E-mail,26-35,"13,77447477","6,791552326","48,14750466",Sim,"5,911442517","4,041568343","43,90356179"
Premium,Presencial,51+,"12,8827032","5,524801057","48,61992079",Sim,"8,662188484","3,416865435","47,55699329"
Básico,Telefone,18-25,"10,25081205","3,707058114","25,34640008",Sim,"5,963743817","3,349181826","39,09013079"
Básico,Telefone,18-25,"14,0388142","8,131020805","67,65549035",Não,"3,500827499","2,309150742","39,58768769"
Premium,E-mail,51+,"3,392921992","5,097398192","39,04619177",Sim,"4,140570751","4,684502966","49,68094215"
Premium,Chat,36-50,"3,720688904","6,129521696","53,50865136",Sim,"8,004464402","2,204363667","60,49550598"
Básico,E-mail,36-50,"9,446468836","7,169653987","56,74200197",Sim,"5,590557143","4,220489462","47,37125657"
Intermediário,Chat,18-25,"9,19985952","7,999790793","72,2621784",Não,"6,880225864","4,638924206","51,16552686"
Premium,E-mail,18-25,"14,04169623","8,106889199","71,89148405",Sim,"9,500366681","3,986604898","52,10334511"
Básico,E-mail,51+,"8,361345112","6,397270954","56,59223932",Sim,"8,817875811","1,406164927","48,01890853"
Intermediário,E-mail,36-50,"4,051231183","6,761327689","56,74847518",Sim,"6,748709646","2,956452455","63,4887852"
Intermediário,Telefone,26-35,"10,8823199","6,079756707","50,21846623",Sim,"5,923596917","2,955975791","50,55636989"
Intermediário,Presencial,18-25,"6,349220846","7,440532644","51,93593844",Não,"7,126411122","4,320130233","49,33214669"
Básico,Presencial,51+,"13,66996886","7,185057628","55,92071918",Não,"5,297794761","2,351400025","36,17399598"
Premium,Chat,26-35,"4,168962092","8,155315464","62,12297211",Sim,"6,846152145","3,334219982","54,14862055"
Intermediário,E-mail,36-50,"1,933456757","5,743387464","47,79436964",Sim,"8,580741905","2,976732097","57,97473091"
Básico,Telefone,26-35,"9,223942752","4,747479783","41,28637575",Sim,"5,254001979","2,992248953","41,62276981"
Intermediário,E-mail,36-50,"7,075211113","9,584166309","76,34545479",Não,"8,408696628","3,227802583","56,06033544"
Intermediário,E-mail,51+,"17,75286656","4,863073316","42,15887141",Não,"8,265506185","3,1219448","39,57754597"
Básico,E-mail,36-50,"6,292836877","6,892147187","60,7787401",Não,"7,937119234","3,844952866","53,28233914"
Intermediário,Telefone,26-35,"9,36382082","4,76225839","37,21656939",Não,"7,804484775","2,488859224","42,94143194"
Intermediário,Presencial,26-35,"11,24453094","7,354713592","56,00061669",Sim,"5,58069256","4,965046156","44,08217684"
Intermediário,E-mail,36-50,"12,94573905","6,493898862","59,40598789",Sim,"8,34564502","4,228312746","43,76418938"
Premium,Telefone,26-35,"8,091935827","5,114867709","45,32942011",Não,"7,520831771","3,010252374","49,83934165"
Básico,E-mail,26-35,"15,85425834","5,114377384","34,19885509",Sim,"1,471234033","2,015347409","43,63613444"
Intermediário,Presencial,26-35,,"6,047910569","48,38647058",Não,"7,159426474","2,972633266","47,33798442"
Básico,E-mail,18-25,"13,46463196","7,29798383","66,19642093",Sim,"7,571728699","3,03673272","46,96853196"
Básico,Presencial,18-25,"11,69716374","6,611832363","48,73688429",Sim,"7,14477093","3,493216988","38,12265709"
Premium,E-mail,36-50,"5,635352822","5,59811163","40,2618911",Sim,"6,362578339","2,941702056","52,04672065"
Básico,Telefone,36-50,"9,768396191","6,809544132","52,73150809",Sim,"7,717336003","1,735407986","42,49538998"
Básico,Telefone,26-35,"15,76065926","5,559321821","52,48492862",Sim,"5,412598105","4,63762598","44,00125872"
Básico,E-mail,51+,"7,399524914","5,906631143","43,90694865",Não,"9,120574218","2,343556844","45,40766495"
Básico,Telefone,51+,"7,360669403","4,639204125","36,23769437",Sim,"7,387255581","2,055683939","59,03470942"
Intermediário,Chat,18-25,"14,26953988","6,280007952","47,64600974",Sim,"5,57367708","1,026494212","46,70040973"
Intermediário,E-mail,26-35,"8,310725489","5,362908615","39,33493784",Sim,"8,219944734","1,556015257","53,16875489"
Básico,Telefone,36-50,"9,36177733","7,832088375","64,92823648",Sim,"9,156207278","1,841355898","64,05892837"
Intermediário,Telefone,18-25,"13,45736579",10,"79,30078404",Não,"4,933026035","2,862879621","43,12035133"
Premium,Presencial,18-25,"10,68688737","8,349108801","73,57406214",Não,"4,697102639","4,454964946","48,25463646"
Básico,Telefone,51+,"8,110461116","6,35259412","43,48580607",Sim,"4,922961974","2,821010081","40,33750558"
Intermediário,Presencial,51+,"15,97554253","8,135199695","72,17190388",Sim,"2,693865651","3,330591716","43,65961389"
Premium,E-mail,26-35,"8,242765897","8,123385503","60,51525612",Sim,"6,033668368","2,938770675","54,19053317"
Intermediário,E-mail,18-25,"13,248347","8,490240696","65,1928328",Sim,"3,208811611","4,844573337","40,74830077"
Básico,E-mail,51+,"12,52163169","9,278810644","71,45951783",Não,"8,917803482","3,152831915","44,95367802"
Básico,Presencial,36-50,"8,285088309","6,351798357","54,74920461",Sim,"7,362373119","3,543457335","51,99210784"
Básico,Presencial,26-35,"20,23564961","7,910982416","72,378877",Não,"5,805010281","3,142974938","44,10880959"
Intermediário,Chat,26-35,"8,900860405","7,14802656","52,8156327",Não,"4,497779614","1,973697419","35,53818457"
Intermediário,Presencial,26-35,"3,125378066","4,873749092","42,26550918",Sim,"7,855974136","3,113182259","49,60746372"
Premium,Telefone,18-25,"9,286155811","6,651306012","56,33234075",Sim,"7,497258207","2,562547308","57,50886021"
Básico,Chat,26-35,"11,30739661","7,140194136","55,67901232",Sim,"5,968493181","4,356049281","54,56177739"
Básico,Presencial,26-35,"14,07702841","5,734167556","38,26101777",Sim,"9,628346638","2,244901112","37,17878796"
Premium,Chat,26-35,"12,83843569","8,383094048","62,77716139",Sim,"2,958983784","3,105578701","44,85661624"
Básico,E-mail,26-35,"7,753042404","8,492567563","70,90211452",Sim,"6,465067677","3,687726317","59,1440572"
Intermediário,E-mail,51+,"18,4928753","9,373868268","75,22026509",Sim,"6,910929541","3,32063911","40,5724445"
Intermediário,Chat,51+,"16,73310765",10,"85,8782891",Sim,"7,71242212","2,473418754","57,82630826"
Premium,E-mail,26-35,"7,882969774","6,647430738","49,13468859",Sim,"4,40633451","2,621895955","46,88623522"
Básico,Telefone,26-35,"3,41506706","6,991509379","56,01379919",Não,"8,367010532","4,165345215","40,29441781"
Intermediário,Presencial,26-35,"6,950466906","7,980091293","70,29966929",Sim,"5,610360687","2,53061012","54,62800243"
Intermediário,Presencial,18-25,"12,34319901","5,905292548","37,7844146",Sim,"8,042680316","3,464026376","48,39319846"
Intermediário,E-mail,51+,"7,47325359","9,55187452","71,89029816",Sim,"5,534407959","3,984106216","53,40277124"
Básico,Telefone,18-25,"13,17197658","6,825359656","53,47156107",Sim,"4,305186953","3,347282302","42,45130849"
Intermediário,Presencial,51+,"5,970545386","7,105845887","58,43196789",Sim,"3,966329246","1,374015569","56,0586388"
Intermediário,Chat,26-35,"5,015369624","5,911035334","45,6579216",Sim,"8,833132134","3,821407163","51,90624732"
Intermediário,Presencial,18-25,"12,47545121","9,095884661","78,17365075",Sim,"6,564466931","4,623636729","60,92998678"
Básico,Presencial,26-35,"10,4077063","6,518484765","54,64005366",Sim,"3,951930921","3,369118124","48,67849355"
Intermediário,Telefone,51+,"8,644531848","7,176135274","65,80093109",Sim,"6,243217614","3,247271936","55,65555576"
Intermediário,Chat,36-50,"9,459549956","7,630673231","53,99329884",Sim,"4,948454291","3,543087857","42,84665226"
Premium,E-mail,18-25,"8,447064157","9,470998986","78,74642659",Sim,"3,798509694","1,796587979","58,0354233"
Básico,Telefone,51+,"2,305857367","8,96611043","69,25516673",Sim,"7,09393868","2,823719628","52,47726168"
Básico,Telefone,36-50,"4,412340093","8,352976143","67,89420431",Não,"5,274056833","2,52124982","47,97153768"
Básico,Telefone,26-35,"12,87225908","6,44296152","43,99804785",Não,"4,792540994","4,859852781","30,95923046"
Premium,Telefone,26-35,"12,55014205","7,389743339","53,87190974",Sim,"8,890671974","4,406664669","45,35809503"
Intermediário,E-mail,51+,"20,90179315","9,071923116","78,62217083",Sim,"6,87050273","3,853349157","42,29013403"
Básico,Telefone,26-35,"4,036839568","7,349401919","66,15168292",Sim,"7,306808023","2,508855364","57,27848733"
Básico,Chat,18-25,"8,443895434","6,295964116","47,97716534",Sim,"9,647185125","3,54838042","52,63668957"
Intermediário,Telefone,26-35,"9,845796362","9,403363774","75,18655207",Sim,"6,926184559","1,385102307","62,02678769"
Intermediário,E-mail,26-35,"12,25580127","8,150510617","55,84784046",Sim,"3,49748586","3,969196591","42,00471501"
Básico,E-mail,26-35,"5,778334761","8,51545214","68,507162",Sim,"7,385301504","3,571934538","60,55654328"
Intermediário,E-mail,51+,"10,87243587","7,844605343","61,02037736",Sim,"9,538880654","3,497771765","55,85588229"
Intermediário,E-mail,18-25,"6,825362926","5,358998233","51,45369758",Sim,"5,464431103","2,84431637","58,91711076"
Básico,Telefone,51+,"10,00996856","6,713118954","56,32607834",Sim,10,"3,97170739","54,54868237"
Premium,Presencial,26-35,"3,651050663","6,835196671","62,59158287",Sim,"6,986884081","4,677015759","60,79272371"
Básico,Chat,18-25,"6,381264386","9,885560627","80,45729822",Sim,"7,002268902","1,347309032","49,18991756"
Intermediário,Telefone,36-50,"6,949068683","6,584472424","56,16478517",Sim,"7,348637472","3,25792117","55,00314737"
Intermediário,Chat,26-35,"11,59489181","6,017682679","52,11934901",Não,"8,668970689","3,578158458","40,33100155"
Básico,Chat,26-35,"14,64777717","4,936492965","29,05749883",Sim,"4,484911262","1,904351695","35,95659195"
Básico,Presencial,36-50,"6,442275507","5,88102268","51,37482531",Sim,"9,349516855","4,003138663","55,84483326"
Básico,E-mail,51+,"6,372900384","7,05542009","59,03258945",Sim,"9,584792266","4,603720358","53,15987093"
Intermediário,Chat,36-50,"9,779648005","6,193710062","53,44664731",Sim,"9,39747287","4,497926047","51,67768393"
Básico,Telefone,26-35,"8,557643819","9,323153639","74,95796292",Não,"7,241848699","3,389344397","53,35043535"
Básico,E-mail,51+,"10,164422","6,215265354","49,99912661",Não,"1,428211671","4,71641222","34,31832616"
Básico,Telefone,26-35,"7,626335964","5,956268376","44,66992148",Sim,"6,495872223","3,404116634","54,24122894"
Intermediário,E-mail,26-35,"8,009238478","5,475705787","32,80240066",Não,"7,726741384","2,737543195","39,65265146"
Intermediário,Presencial,26-35,"7,954384994","8,319055973","60,72095074",Sim,"8,10155917","2,773135856","51,53371375"
Premium,Telefone,51+,"9,355441214","8,429760653","67,05781579",Sim,"7,039264719","3,744557748","54,61948472"
Intermediário,Chat,26-35,"10,1306417","4,916101848","33,73047406",Sim,"9,336676197","4,063115132","48,2478357"
Premium,E-mail,26-35,"12,59001916","5,084937628","37,27955823",Não,"8,179463648","1,947032277","47,74829172"
Intermediário,Presencial,26-35,"10,80858968","8,375775134","70,59283966",Sim,"6,501623059","3,432898431","51,4412946"
Premium,Chat,51+,"11,7303454","9,621135825","80,17429396",Sim,"5,273915125","2,521157723","58,70394946"
Premium,E-mail,18-25,"6,206866653","5,797241935","46,33291021",Sim,"4,727636845","3,296207611","56,87943786"
Básico,Presencial,18-25,"9,736775975","4,519878737","41,93957485",Sim,"9,311875526","2,0766002","48,14867352"
Básico,Presencial,18-25,"10,60230584","7,187178316","59,18988508",Sim,"7,064191867","2,232631475","49,70092672"
Básico,Chat,51+,"5,169652667","9,042699756","71,37961943",Sim,"9,212417798","3,05005954","55,32927086"
Premium,Presencial,18-25,"6,982278491","5,837804176","47,7585675",Não,"2,619147213","1,525329385","50,86378549"
Intermediário,Chat,26-35,"8,024244582","5,211810818","37,29086074",Sim,"5,16239032","2,360936712","44,74090044"
Intermediário,Chat,26-35,"10,10422019","9,122779983","71,67638918",Sim,"2,376663028","0,5","59,23741641"
Básico,E-mail,18-25,"1,004022829","6,301307025","43,04673957",Sim,"7,634654906","2,90105994","51,91395262"
Básico,Presencial,18-25,"15,33541683","6,065326653","46,40840843",Sim,"8,09830015","4,854928575","39,07143202"
Básico,Presencial,26-35,"11,28451146","7,024290958","64,83861068",Sim,"4,881335988","1,980928324","54,18650233"
Premium,Chat,26-35,"12,40920382","6,699190672","52,71052098",Sim,"8,432204815","3,137850122","59,18652364"
Intermediário,Chat,26-35,"11,91977869","7,692501626","59,76588057",Sim,"8,864569747","2,194784294","52,6651099"
Básico,Presencial,36-50,"10,8600152","8,799214277","78,40194417",Não,"8,906224233","3,476193493","58,23190493"
Intermediário,E-mail,18-25,0,"5,655436087","41,96385071",Sim,"4,860989567","3,439830977","52,30789465"
Premium,Presencial,26-35,"10,18546119","4,544545979","29,85465197",Sim,"5,931926981","3,390487667","47,25736667"
Intermediário,E-mail,26-35,"9,796226641","8,865372276","72,90736892",Sim,"8,962164165","3,214056494","55,28299823"
Premium,E-mail,26-35,"2,758144404",10,"81,59563352",Não,"6,580330123","3,936939708","68,66054306"
Intermediário,Presencial,26-35,"13,15390319","6,501164709","47,3597975",Sim,"9,795456422","1,434803569","47,03618577"
Premium,Chat,51+,"4,098038011","8,409547764","63,06647079",Sim,"8,957784149","2,741554114","71,6049448"
Intermediário,E-mail,26-35,"8,609866093",,"54,28523014",Não,"8,646236577","2,906335821","49,39794633"
Básico,Telefone,36-50,"3,626676189","5,24758685","38,53159912",Sim,"4,422962099","1,539294564","49,92408678"
Intermediário,Chat,18-25,"7,961796808","6,929320678","60,81722257",Sim,"8,097845518","3,247107249","52,70635354"
Premium,Chat,26-35,"14,09279611","8,501683235","71,6017769",Sim,"6,684417969","3,468646963","50,05801876"
Premium,Chat,18-25,"9,838082697","8,250182486","48,56244658",Não,"9,273822937","2,704063444","45,69424459"
Intermediário,Presencial,36-50,"8,701112787","7,629878975","59,65392311",Sim,"4,634621118","2,578678446","48,90744701"
Básico,E-mail,18-25,"15,25037032","7,257048927","56,8438599",Sim,"6,638020889","4,709162827","43,61612452"
Intermediário,Telefone,51+,"15,60102704","7,70964661","61,24161549",Sim,"7,241249023","4,022715578","49,60956862"
Premium,Presencial,26-35,"8,73026761","7,197382792","65,1276595",Sim,"7,482360004","1,292496","59,96434995"
Básico,Telefone,51+,"7,028390084","6,324298297","55,13080214",Sim,"5,809363006","2,686625739","52,08474947"
Intermediário,Presencial,18-25,"11,95090642","8,21015973","71,76501645",Sim,10,"2,731647483","56,88319004"
Intermediário,E-mail,36-50,"11,8974185","7,626985892","60,69221267",Sim,"7,443011671","3,223132079","44,33236843"
Intermediário,Telefone,26-35,"14,76115158",10,"77,47634819",Sim,"4,241092951","2,989950271","49,69167007"
Básico,Chat,36-50,"5,598242473","7,368897145","62,40745493",Sim,"1,650036818","3,322783718","51,51394104"
Intermediário,Telefone,36-50,"9,951886783","7,268162981","60,52968926",Não,"6,699996534","2,963092957","50,92444701"
Intermediário,Presencial,18-25,"11,85033567","8,990245386","73,62355703",Sim,"8,091068964","3,904484327","54,48676101"
Intermediário,Telefone,36-50,"6,690259314","5,089049233","41,00023607",Sim,"7,892267529","4,111387793","47,21677767"
Básico,E-mail,51+,"4,802245598","8,448709522","57,46677898",Sim,"6,552229179","0,7784918333","57,58840141"
Premium,Telefone,36-50,"2,422943323","5,182347724","38,32651179",Sim,"5,746168564","4,593279333","51,86829736"
Intermediário,Telefone,26-35,"9,814116847","8,575925382","52,11923483",Sim,"5,854323384","2,216199775","45,00487759"
Intermediário,Chat,26-35,"9,841154247","7,78487147","70,28597526",Sim,"8,096159396","0,7789053264","53,25601884"
Intermediário,Presencial,51+,"8,200808521","7,750151587","60,02727943",Sim,"5,819319091","4,294423507","55,85082926"
Básico,Chat,26-35,"9,695276621","4,359323462","39,37375345",Não,"9,671573464","2,891150501","45,54389596"
Básico,E-mail,18-25,"3,852413801","5,266934791","43,24858776",Sim,"5,439884723","4,3916991","52,79974086"
Premium,E-mail,51+,"13,15580344","9,955676795","75,842739",Sim,10,"2,644174999","56,49566743"
Intermediário,Presencial,36-50,"10,66926581","6,982730342","52,14083532",Sim,"7,231885212","4,010651053","45,08773547"
Básico,E-mail,18-25,"7,584268849","4,50321218","35,33312557",Sim,"6,64353056","1,244796734","60,92391945"
Intermediário,Presencial,26-35,"8,335222689","6,694819253","55,13585897",Sim,"3,701917623","3,5570007","45,25358267"
Intermediário,E-mail,26-35,"13,17992162","6,501486631","55,61367793",Sim,"8,731006676","1,808822622","45,57451376"
Básico,E-mail,18-25,"8,503062986","9,738216831","74,86441952",Sim,"6,263534614","3,956621191","56,70171827"
Premium,Chat,36-50,"18,44677347","7,037462961","56,79132036",Sim,"5,063229279","2,826443492","44,033274"
Básico,Telefone,26-35,"14,07638175","9,852571683","68,8166707",Não,"4,291060768","3,575262821","42,02150614"
Básico,Presencial,36-50,"7,024652314","7,515192301","53,86965237",Sim,"6,484198881","3,088844441","43,20645962"
Intermediário,Presencial,26-35,"5,704653231","5,291268412","38,67215343",Não,"5,575865768","1,742179327","47,38196887"
